,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,331.9164691719759,-28.374044237470237,-169.12676175346144,1056.2414851439416,112.66273243324682,-70.05865151255384,-216.01637785100252,-141.27152822324976,-202.576626223906,-148.90674964255075,151.12316081695286,99.70672109262763,58.023114029426445,-409.4992984382426,-39.5470924737852,242.56878149482932,23.78777200445421,121.51792889113946,290.0817021681448,-179.33464510481926,105.88738838121756,-179.22481272759575,-129.77504855074076,2124.6269413236737,-43.04114324976076,-44.96113583903832,48.39095612377054,-28.972184473439153,5.089308161230113,-274.35244159179786
1,169.0038701698129,-128.2232475404534,186.7700010106712,1176.7112595611925,26.610372372277634,-75.90196762818243,-441.77551482084095,77.85877342293604,-133.37014038756868,508.7963085790467,222.79818529612228,89.19079904916504,-90.48273655972764,56.37479442472318,-298.1179994262445,54.689822943406824,-203.4191184089273,260.5220429982265,-6.431321157925615,-170.87084767749357,92.31594175382351,-236.68744764511936,-167.57729748243997,1799.4135624143346,224.16650449756332,-179.73491274564972,-190.8949481956837,-255.62776742752808,-39.478742695092755,-282.081650706164
2,-192.7390006428494,-82.64519366054539,117.99405977800377,1175.3792283182381,11.30228554287028,-110.31398320512635,124.57815478679538,169.74603738503444,245.54605152047512,234.91954250399107,67.18292967494801,132.1390695759186,15.315549017136991,16.59776685975143,-523.5023536507796,156.3728085457223,323.80900632143107,137.72086025942968,273.9248381652361,-40.234419800850304,-103.32944814716427,55.224651909075945,446.25430446271434,1765.6759346092697,-92.10241911218543,50.59244400679265,158.29559859061874,-260.745846825713,-346.8235137838342,26.387913609557668
3,-118.2752636441107,-76.13306285573107,-275.5097206770083,402.2022966524606,142.3708242680232,63.184160511907606,-148.14804891718086,-57.1372940940046,-154.6712233051452,397.8093918679067,-263.9008099846236,-65.24692132124548,209.3833636511942,7.450904092354019,-53.9834833606061,37.563123188093364,-173.41585640962666,70.3825063806029,232.12189317494617,-205.31869003087067,-132.25630126977322,-276.16120616417356,167.98277765407676,883.9397387457414,26.795329976224238,210.18519721589325,-162.5208032393204,-197.84523606028597,37.0032220894956,19.463837985082012
4,315.8650986486916,54.601279389178075,212.32941228733415,905.1327871732665,62.552128778637886,-59.514763483453244,14.712678080966553,-47.4113802081004,50.91756104249636,108.26628452348162,-218.9982490002029,-114.12542568558014,-60.10618972363798,-75.21275845392222,-205.79575696737447,373.42586211335043,-147.54207324460722,105.33074795985357,51.67110187441176,57.47017312518922,-45.65314072860104,-125.42137392355805,172.682595799051,1546.7994428981376,66.24576650758264,-113.88404400113207,66.10625287703277,-418.6141859168718,-26.30626065877574,-43.921011896315584
5,379.9480018833481,-241.27648253509784,115.8381283949409,439.9076655345571,-344.76915232886284,-212.53099160588832,-417.36472278257594,298.88883306274903,85.39964238557361,142.83372797754183,237.52894230258184,-180.04568377663009,92.66368975597645,-24.18389034480936,-95.22716619933803,-48.53948978668452,166.59403437552962,255.73626998723395,-177.79961359400278,260.0763995367152,117.93882051114927,-318.7471240988251,72.22907414852716,873.231035550261,128.4232889709116,20.51803789606511,88.69798062903521,-146.6027770613522,274.2278708438242,-94.58290136663828
6,-311.79429962420556,-13.904624474889271,104.47320279122968,952.2139555778875,-53.4548898697426,606.5941200817139,-99.98906004212148,-71.4846108789589,-36.798777942699104,-415.2507059986836,17.314446185321636,217.92381932704757,-56.28832580863133,13.629925518270234,-187.85730432280323,-94.70495269724643,144.05853586969266,-241.7272420672152,294.25275768205415,-99.54220989575606,25.3823007405326,-87.94588650387345,92.95628386148996,1616.9117446852154,38.93398310936242,124.86589188466924,35.12098703559244,257.5062997710994,26.542473374848555,-228.6131223252794
7,-64.6120998822905,-85.55853627095404,-242.89891586700304,556.296823354701,-51.670802450190564,-332.4730403052414,-447.67240751156953,169.39451638766772,289.0888416597688,326.71524856887874,-135.31979269438324,-222.36102231230203,168.09053842037483,-190.69974614426067,-132.6429112050981,-102.78570023515918,-215.28227060534206,27.719201582217956,-312.77681367349294,73.39979856622998,86.85040899369609,178.5082522498197,-42.347218189764874,953.091527109529,127.75239136554309,428.8634582454837,116.84933129180897,-6.135342922059021,34.788278320658954,-141.29899961482556
8,-179.31631515040704,46.73980986438323,70.87040583424312,641.9223820013534,265.08242077255704,-82.48693641817101,-271.12642588332864,-182.0781208421387,400.2980533276924,-86.40049586156617,-163.89728908642485,11.360573440670864,-91.15763391848782,-49.33357803463827,205.65253554926477,320.4786799634695,-180.3162420413731,117.39142982591203,-140.9554875287948,-89.23530397841094,-198.43934883417725,-227.1311599667865,210.396626960028,535.0720367327665,28.92611440717895,465.1322124810589,243.1865217855167,-23.464708428932802,187.7470271362911,-62.89607619246158
9,230.64852366813753,-144.02733019824203,-290.5960442858799,549.9236818512777,-51.26029309756159,-285.8690688052176,30.982725613422748,-119.00073511133263,85.79282781812736,115.20497384645373,199.80601597420764,225.39933842213892,-160.1718236895641,-105.9975546447209,243.0662511681459,-464.33783042475426,-14.184590242920887,232.92966921311694,-123.80578658756484,-43.980854670395665,123.47988000108165,140.06985854778333,-168.38545500957,897.9550909473107,191.35994107019482,-91.02002647047603,-196.72781259259477,-134.05120496146617,278.18140707211484,-111.98725277976455
